-5.72687, -7.69004
-4.71018, -5.96497
-3.96389, -4.74393
-3.18816, -3.51599
-2.24615, -2.08209
-0.862512, -0.0894072
2.89484, 4.7384
2.74887, 2.83962
1.64277, 1.19664
-0.28884, -1.46985
1.01684, 2.41372
0.449767, -0.479463
4.7994, 6.11368
4.04689, 4.87782
3.28088, 3.66054
2.36638, 2.26159
1.06002, 0.365707
-1.95129, -3.58576
-1.73865, -1.33572
0.0822864, 1.19636
-1.61414, -3.16731
-1.31803, -0.730762
1.09847, 2.51778
0.580498, -0.300494
-5.8943, -7.98086
-4.77331, -6.07003
-4.02286, -4.83901
-3.25419, -3.61886
-2.332, -2.21016
-1.00435, -0.287561
2.17964, 3.86682
2.00301, 1.7223
0.435854, -0.498488
5.34401, 7.79817
4.56354, 5.72216
3.82252, 4.517
3.02673, 3.2658
2.03128, 1.76381
0.487497, -0.427959
4.91155, 6.30104
4.14756, 5.04084
3.39129, 3.83343
2.50662, 2.47226
1.28105, 0.678104
-1.20565, -2.65383
-0.74549, 0.0730058
3.77518, 5.80735
3.5356, 4.06089
2.68554, 2.74308
1.55038, 1.06333
-0.499697, -1.74637
0.517158, 1.76913
-0.47936, -1.71979
0.561835, 1.82733
-0.38466, -1.59582
0.779054, 2.1087
0.0394338, -1.03393
2.04741, 3.70428
1.85175, 1.5005
0.147591, -0.888874
2.51666, 4.27882
2.36841, 2.26475
1.06339, 0.370436
-1.93816, -3.56956
-1.72299, -1.31297
0.115237, 1.24016
-1.50909, -3.036
-1.17821, -0.532422
1.52662, 3.05795
1.20189, 0.565897
-1.44937, -2.96111
-1.09661, -0.417271
1.81196, 3.41337
1.5696, 1.09111
-0.454655, -1.68753
0.616956, 1.89898
-0.271653, -1.44717
1.06174, 2.471
0.522238, -0.380383
5.04984, 6.53345
4.26554, 5.23282
3.51779, 4.03261
2.66363, 2.7098
1.51811, 1.01692
-0.576491, -1.84642
0.354192, 1.55582
-0.852526, -2.20328
-0.171436, 0.856745
-2.63576, -4.42382
-2.49135, -2.44938
-1.25752, -0.644683
1.27594, 2.74275
0.849984, 0.0720219
-2.97141, -4.83127
-2.82256, -2.95214
-1.74831, -1.34967
0.0621973, 1.16962
-1.68045, -3.24998
-1.40397, -0.853374
0.863474, 2.21737
0.190696, -0.830804
2.73719, 4.54708
2.59372, 2.60396
1.41394, 0.86754
-0.837466, -2.18394
-0.144804, 0.892583
-2.50329, -4.26252
-2.35442, -2.24379
-1.0408, -0.338697
2.0277, 3.67999
1.82878, 1.46696
0.101989, -0.950142
2.30633, 4.02202
2.14359, 1.92987
0.687408, -0.153337
-4.48313, -6.68274
-4.07298, -4.92016
-3.30975, -3.70567
-2.40336, -2.317
