1.1592, 16.9992, 12.9837
2.67056, 17.1187, 12.9667
4.05994, 17.4497, 13.2014
5.35754, 17.9598, 13.6782
6.58738, 18.6121, 14.3975
7.76748, 19.3648, 15.3651
8.90988, 20.1707, 16.5891
10.0207, 20.9757, 18.0763
11.0999, 21.7186, 19.8279
12.1414, 22.3321, 21.8353
13.133, 22.7447, 24.0758
14.0569, 22.8846, 26.5084
14.8902, 22.6862, 29.0717
15.6069, 22.0976, 31.6833
16.1792, 21.0891, 34.2439
16.5806, 19.6608, 36.6439
16.7888, 17.8466, 38.7744
16.7884, 15.7137, 40.54
16.5735, 13.357, 41.8702
16.1484, 10.8876, 42.7282
15.5279, 8.41968, 43.1135
14.736, 6.05729, 43.0596
13.8032, 3.88384, 42.6252
12.7639, 1.95665, 41.8846
11.6534, 0.306101, 40.917
10.5052, -1.06136, 39.7974
9.34936, -2.15792, 38.5912
8.21133, -3.00842, 37.351
7.11128, -3.64476, 36.1161
6.06433, -4.10141, 34.9137
5.08087, -4.41221, 33.7608
4.1672, -4.6084, 32.6667
3.32622, -4.7175, 31.6349
2.55814, -4.76301, 30.6651
1.86109, -4.76447, 29.7546
1.23171, -4.73777, 28.8994
0.665595, -4.69563, 28.0951
0.157699, -4.64806, 27.337
-0.297397, -4.60284, 26.6211
-0.705243, -4.56592, 25.9434
-1.07135, -4.54182, 25.3008
-1.40109, -4.53388, 24.6906
-1.69957, -4.54458, 24.1104
-1.97165, -4.57571, 23.5587
-2.22184, -4.62856, 23.034
-2.45434, -4.70407, 22.5356
-2.67302, -4.8029, 22.0629
-2.88145, -4.92555, 21.6157
-3.08288, -5.07243, 21.194
-3.28031, -5.24385, 20.7982
-3.47646, -5.44013, 20.429
-3.67384, -5.66155, 20.0873
-3.87473, -5.90839, 19.7741
-4.08124, -6.18092, 19.4911
-4.29528, -6.47938, 19.2398
-4.51862, -6.80393, 19.0223
-4.75285, -7.15464, 18.841
-4.99943, -7.53141, 18.6985
-5.25965, -7.9339, 18.5978
-5.53463, -8.3615, 18.5424
-5.8253, -8.81314, 18.5357
-6.1324, -9.28726, 18.5819
-6.45639, -9.78164, 18.6852
-6.79745, -10.2933, 18.85
-7.15543, -10.8182, 19.0807
-7.52975, -11.3515, 19.382
-7.91933, -11.8867, 19.7578
-8.32258, -12.4164, 20.212
-8.73723, -12.9315, 20.7474
-9.16031, -13.4214, 21.3655
-9.58806, -13.8743, 22.0664
-10.0159, -14.2772, 22.8481
-10.4384, -14.6161, 23.7058
-10.8492, -14.8766, 24.6321
-11.2414, -15.0448, 25.6159
-11.6072, -15.1077, 26.643
-11.9387, -15.0544, 27.6957
-12.2277, -14.8772, 28.7532
-12.4661, -14.5721, 29.7925
-12.6466, -14.14, 30.7892
-12.7629, -13.5867, 31.7188
-12.81, -12.9236, 32.5583
-12.7848, -12.1665, 33.2872
-12.6863, -11.3356, 33.8892
-12.5154, -10.4535, 34.353
-12.2753, -9.54438, 34.6726
-11.9713, -8.6322, 34.8478
-11.6101, -7.73925, 34.8832
-11.2, -6.88509, 34.7881
-10.7502, -6.0857, 34.5747
-10.2703, -5.35311, 34.2576
-9.76997, -4.69529, 33.8524
-9.25841, -4.11646, 33.3748
-8.74433, -3.61754, 32.8395
-8.23549, -3.19678, 32.2603
-7.73866, -2.85035, 31.6492
-7.25954, -2.57305, 31.0166
-6.80272, -2.35879, 30.3712
-6.37178, -2.20108, 29.7198
-5.9693, -2.09346, 29.0683
-5.59706, -2.02967, 28.4207
-5.25605, -2.00392, 27.7806
-4.94667, -2.01101, 27.1505
-4.66881, -2.04633, 26.5321
-4.42195, -2.10594, 25.9269
-4.2053, -2.18656, 25.3359
-4.01784, -2.28548, 24.7598
-3.85843, -2.40061, 24.1992
-3.72587, -2.53032, 23.6545
-3.61892, -2.67351, 23.1263
-3.53639, -2.82943, 22.6148
-3.47716, -2.99774, 22.1204
-3.44018, -3.1784, 21.6436
-3.42451, -3.37163, 21.185
-3.42935, -3.57792, 20.7449
-3.45402, -3.79793, 20.3242
-3.49798, -4.03252, 19.9236
-3.56082, -4.28265, 19.5441
-3.64228, -4.54945, 19.1866
-3.74223, -4.83409, 18.8526
