22.941, 17.1396, 13.357
22.6729, 17.7077, 15.1555
22.4403, 18.0628, 16.9603
22.2313, 18.2115, 18.7495
22.0348, 18.1617, 20.5021
21.8408, 17.9228, 22.1981
21.6402, 17.5065, 23.8185
21.425, 16.9262, 25.3458
21.1882, 16.1973, 26.7641
20.9241, 15.337, 28.0598
20.6281, 14.364, 29.2217
20.2968, 13.2979, 30.2413
19.9277, 12.1592, 31.113
19.5197, 10.9686, 31.8343
19.0727, 9.74612, 32.4057
18.5875, 8.51123, 32.8305
18.0658, 7.28186, 33.1146
17.51, 6.07425, 33.266
16.9233, 4.90261, 33.2947
16.3092, 3.77895, 33.2118
15.6716, 2.71293, 33.0295
15.0147, 1.71197, 32.7604
14.3428, 0.781253, 32.4171
13.66, -0.0760684, 32.012
12.9705, -0.858665, 31.5569
12.2784, -1.56679, 31.0626
11.5872, -2.20203, 30.5393
10.9005, -2.76702, 29.9959
10.2214, -3.26523, 29.4403
9.55273, -3.70073, 28.8792
8.89685, -4.07796, 28.3184
8.2559, -4.4016, 27.7626
7.63164, -4.6764, 27.2158
7.02553, -4.90707, 26.6809
6.43872, -5.0982, 26.1602
5.87208, -5.25415, 25.6555
5.32626, -5.37908, 25.1678
4.80165, -5.47686, 24.698
4.29845, -5.55104, 24.2463
3.81668, -5.60491, 23.8128
3.35622, -5.64146, 23.3973
2.91681, -5.66337, 22.9994
2.49806, -5.67307, 22.6186
2.09952, -5.67273, 22.2543
1.72064, -5.66428, 21.9058
1.36082, -5.64942, 21.5724
1.0194, -5.62965, 21.2534
0.695679, -5.60631, 20.948
0.388953, -5.58055, 20.6556
0.0984816, -5.55337, 20.3753
-0.176481, -5.52565, 20.1065
-0.436685, -5.49816, 19.8486
-0.682877, -5.47153, 19.601
-0.915796, -5.44634, 19.3631
-1.13617, -5.42305, 19.1344
-1.34472, -5.40207, 18.9143
-1.54214, -5.38373, 18.7025
-1.7291, -5.36832, 18.4985
-1.90627, -5.35608, 18.3019
-2.07429, -5.34719, 18.1124
-2.23376, -5.34181, 17.9297
-2.38529, -5.34005, 17.7536
-2.52943, -5.34202, 17.5836
-2.66672, -5.34777, 17.4197
-2.7977, -5.35736, 17.2616
-2.92285, -5.37082, 17.1092
-3.04265, -5.38815, 16.9623
-3.15755, -5.40936, 16.8208
-3.26797, -5.43443, 16.6845
-3.37433, -5.46335, 16.5534
-3.477, -5.49609, 16.4274
-3.57635, -5.5326, 16.3065
-3.67273, -5.57284, 16.1905
-3.76647, -5.61677, 16.0794
-3.85786, -5.66432, 15.9732
-3.94721, -5.71545, 15.8719
-4.03478, -5.77009, 15.7756
-4.12082, -5.82817, 15.6841
-4.20559, -5.88964, 15.5975
-4.2893, -5.9544, 15.5158
-4.37217, -6.02241, 15.4392
-4.45439, -6.09356, 15.3675
-4.53614, -6.16779, 15.3008
-4.61761, -6.24502, 15.2392
-4.69894, -6.32515, 15.1828
-4.78027, -6.40809, 15.1316
-4.86176, -6.49376, 15.0856
-4.94351, -6.58205, 15.045
-5.02565, -6.67285, 15.0099
-5.10827, -6.76607, 14.9802
-5.19146, -6.86158, 14.956
-5.2753, -6.95926, 14.9376
-5.35988, -7.059, 14.9249
-5.44523, -7.16065, 14.918
-5.53143, -7.26407, 14.917
-5.61851, -7.36912, 14.922
-5.7065, -7.47564, 14.9331
-5.79543, -7.58345, 14.9504
-5.88531, -7.69239, 14.974
-5.97614, -7.80226, 15.0039
-6.06792, -7.91287, 15.0402
-6.16063, -8.02402, 15.083
-6.25425, -8.13548, 15.1323
-6.34874, -8.24702, 15.1883
-6.44406, -8.35841, 15.2509
-6.54015, -8.46939, 15.3202
-6.63696, -8.57969, 15.3963
-6.7344, -8.68904, 15.4791
-6.83239, -8.79716, 15.5686
-6.93084, -8.90374, 15.665
-7.02965, -9.00847, 15.768
-7.12869, -9.11104, 15.8777
-7.22784, -9.21111, 15.9941
-7.32697, -9.30836, 16.117
-7.42593, -9.40242, 16.2463
-7.52456, -9.49296, 16.3819
-7.62271, -9.57962, 16.5237
-7.72019, -9.66204, 16.6714
-7.81683, -9.73985, 16.825
-7.91243, -9.81271, 16.984
-8.00679, -9.88025, 17.1484
-8.09971, -9.94211, 17.3177
-8.19096, -9.99797, 17.4917
-8.28033, -10.0475, 17.6701
-8.3676, -10.0903, 17.8524
-8.45253, -10.1262, 18.0382
-8.53488, -10.1548, 18.2271
-8.61444, -10.1759, 18.4187
-8.69095, -10.1892, 18.6124
-8.76418, -10.1945, 18.8077
-8.8339, -10.1917, 19.0041
-8.89988, -10.1805, 19.2011
-8.96189, -10.1609, 19.398
-9.01971, -10.1328, 19.5942
-9.07313, -10.0962, 19.7892
-9.12195, -10.051, 19.9823
-9.16598, -9.99732, 20.173
-9.20503, -9.93522, 20.3605
-9.23894, -9.86483, 20.5444
-9.26757, -9.78634, 20.7239
-9.29078, -9.69997, 20.8985
-9.30846, -9.60596, 21.0676
-9.3205, -9.50464, 21.2307
-9.32685, -9.39633, 21.3872
-9.32744, -9.28143, 21.5366
-9.32224, -9.16034, 21.6784
-9.31125, -9.03351, 21.8123
-9.29448, -8.90142, 21.9378
-9.27196, -8.76456, 22.0545
-9.24376, -8.62346, 22.1622
-9.20996, -8.47864, 22.2606
-9.17067, -8.33066, 22.3494
-9.12601, -8.18007, 22.4285
-9.07613, -8.02742, 22.4978
-9.02119, -7.87328, 22.5571
-8.9614, -7.71819, 22.6065
-8.89694, -7.56269, 22.6459
-8.82805, -7.40732, 22.6755
-8.75495, -7.25259, 22.6952
-8.6779, -7.09899, 22.7053
-8.59715, -6.94699, 22.7059
-8.51297, -6.79704, 22.6971
-8.42565, -6.64955, 22.6793
-8.33546, -6.50492, 22.6527
-8.24269, -6.3635, 22.6176
-8.14764, -6.22563, 22.5742
-8.05059, -6.09161, 22.5229
-7.95184, -5.96169, 22.4641
-7.85167, -5.83612, 22.3981
-7.75038, -5.7151, 22.3252
-7.64824, -5.59881, 22.2458
-7.54552, -5.48739, 22.1603
-7.44251, -5.38097, 22.069
-7.33946, -5.27962, 21.9724
-7.23661, -5.18343, 21.8707
-7.13422, -5.09242, 21.7644
-7.03251, -5.00663, 21.6538
-6.9317, -4.92605, 21.5392
-6.83201, -4.85067, 21.4209
-6.73363, -4.78045, 21.2994
-6.63675, -4.71535, 21.175
-6.54155, -4.6553, 21.0478
-6.44818, -4.60023, 20.9183
-6.3568, -4.55005, 20.7867
-6.26755, -4.50468, 20.6533
-6.18055, -4.46402, 20.5184
-6.09593, -4.42797, 20.3822
-6.01379, -4.39641, 20.2449
-5.93423, -4.36924, 20.1068
-5.85732, -4.34635, 19.968
-5.78315, -4.32761, 19.8289
-5.71179, -4.31293, 19.6896
-5.64328, -4.30217, 19.5503
-5.57769, -4.29525, 19.4111
-5.51505, -4.29203, 19.2723
-5.4554, -4.29243, 19.1339
-5.39876, -4.29632, 18.9963
-5.34516, -4.30362, 18.8594
-5.29461, -4.31422, 18.7234
-5.24713, -4.32804, 18.5885
-5.2027, -4.34497, 18.4549
-5.16135, -4.36495, 18.3225
-5.12306, -4.38788, 18.1916
-5.08783, -4.41369, 18.0622
-5.05564, -4.44231, 17.9345
-5.02649, -4.47367, 17.8086
-5.00036, -4.5077, 17.6845
-4.97722, -4.54435, 17.5624
-4.95706, -4.58356, 17.4424
-4.93986, -4.62528, 17.3246
-4.9256, -4.66946, 17.2089
-4.91424, -4.71605, 17.0957
-4.90577, -4.76501, 16.9848
-4.90016, -4.8163, 16.8765
-4.89737, -4.86989, 16.7708
-4.8974, -4.92574, 16.6678
-4.9002, -4.98381, 16.5676
-4.90575, -5.04408, 16.4703
-4.91402, -5.10652, 16.3759
-4.92499, -5.17109, 16.2846
-4.93862, -5.23778, 16.1963
-4.9549, -5.30656, 16.1114
-4.97378, -5.37739, 16.0297
-4.99525, -5.45025, 15.9514
-5.01927, -5.52511, 15.8766
-5.04582, -5.60195, 15.8054
-5.07487, -5.68074, 15.7378
-5.1064, -5.76144, 15.674
-5.14037, -5.84401, 15.6141
-5.17675, -5.92844, 15.5581
-5.21553, -6.01466, 15.5061
-5.25666, -6.10265, 15.4583
-5.30012, -6.19236, 15.4147
-5.34587, -6.28374, 15.3755
-5.39389, -6.37673, 15.3407
-5.44414, -6.47127, 15.3104
-5.49659, -6.5673, 15.2847
-5.5512, -6.66475, 15.2638
-5.60794, -6.76354, 15.2477
-5.66675, -6.86359, 15.2365
-5.7276, -6.96481, 15.2304
-5.79045, -7.0671, 15.2293
-5.85525, -7.17035, 15.2335
-5.92195, -7.27444, 15.243
-5.99048, -7.37927, 15.2578
-6.06081, -7.48468, 15.2782
-6.13285, -7.59055, 15.3041
-6.20655, -7.69672, 15.3356
-6.28184, -7.80303, 15.3729
-6.35865, -7.9093, 15.4159
-6.43688, -8.01536, 15.4647
-6.51646, -8.12101, 15.5194
-6.5973, -8.22606, 15.5801
-6.67931, -8.33028, 15.6467
-6.76237, -8.43345, 15.7192
-6.84638, -8.53534, 15.7978
-6.93122, -8.63571, 15.8823
-7.01678, -8.73431, 15.9728
-7.10293, -8.83086, 16.0692
-7.18953, -8.92511, 16.1715
-7.27644, -9.01676, 16.2796
-7.36351, -9.10555, 16.3935
-7.45059, -9.19118, 16.5129
-7.53752, -9.27335, 16.6379
-7.62412, -9.35177, 16.7682
-7.71022, -9.42613, 16.9037
-7.79565, -9.49614, 17.0441
-7.88021, -9.5615, 17.1894
-7.96371, -9.62191, 17.3391
-8.04596, -9.67709, 17.4931
-8.12676, -9.72675, 17.6512
-8.20589, -9.77062, 17.8128
-8.28316, -9.80844, 17.9778
-8.35835, -9.83996, 18.1457
-8.43125, -9.86495, 18.3162
-8.50165, -9.8832, 18.4889
-8.56933, -9.89453, 18.6633
-8.6341, -9.89875, 18.8389
-8.69573, -9.89574, 19.0154
-8.75403, -9.88538, 19.1922
-8.8088, -9.86758, 19.3688
-8.85985, -9.84229, 19.5448
-8.90699, -9.80949, 19.7195
-8.95004, -9.76919, 19.8925
-8.98885, -9.72144, 20.0632
-9.02325, -9.66633, 20.2311
-9.05311, -9.60397, 20.3957
-9.0783, -9.53452, 20.5565
-9.0987, -9.45818, 20.713
-9.11422, -9.37515, 20.8646
-9.12477, -9.28572, 21.0109
-9.13029, -9.19016, 21.1514
-9.13074, -9.0888, 21.2858
-9.12609, -8.98199, 21.4136
-9.11633, -8.87011, 21.5344
-9.10148, -8.75355, 21.6478
-9.08155, -8.63274, 21.7537
-9.05661, -8.50811, 21.8516
-9.02673, -8.38011, 21.9414
-8.99199, -8.24921, 22.0229
-8.95249, -8.11588, 22.0959
-8.90837, -7.98058, 22.1602
-8.85976, -7.84379, 22.2159
-8.80683, -7.70598, 22.2627
-8.74974, -7.56761, 22.3008
-8.68868, -7.42913, 22.3302
-8.62385, -7.291, 22.3509
-8.55546, -7.15362, 22.363
-8.48374, -7.01743, 22.3666
-8.40891, -6.8828, 22.3619
-8.33121, -6.75011, 22.3491
-8.25088, -6.6197, 22.3284
-8.16818, -6.4919, 22.3
-8.08334, -6.36701, 22.2641
-7.99663, -6.2453, 22.221
-7.90829, -6.12703, 22.171
-7.81858, -6.01241, 22.1144
-7.72776, -5.90165, 22.0515
-7.63605, -5.79491, 21.9826
-7.54372, -5.69236, 21.9079
-7.451, -5.5941, 21.8279
-7.35811, -5.50025, 21.7428
-7.26528, -5.41089, 21.6529
-7.17274, -5.32607, 21.5586
-7.08069, -5.24585, 21.4601
-6.98932, -5.17023, 21.3578
-6.89884, -5.09924, 21.252
-6.80942, -5.03286, 21.143
-6.72124, -4.97107, 21.031
-6.63446, -4.91384, 20.9164
-6.54923, -4.86112, 20.7994
-6.46569, -4.81285, 20.6802
-6.38399, -4.76899, 20.5591
-6.30423, -4.72944, 20.4365
-6.22654, -4.69415, 20.3124
-6.15103, -4.66302, 20.1872
-6.07777, -4.63598, 20.061
-6.00687, -4.61293, 19.934
-5.9384, -4.59378, 19.8066
-5.87243, -4.57845, 19.6787
-5.80902, -4.56683, 19.5507
-5.74823, -4.55885, 19.4227
-5.6901, -4.5544, 19.2949
-5.63467, -4.55339, 19.1674
-5.58198, -4.55575, 19.0404
-5.53206, -4.56137, 18.914
-5.48492, -4.57018, 18.7884
-5.44059, -4.5821, 18.6637
-5.39908, -4.59704, 18.54
-5.36039, -4.61493, 18.4175
-5.32453, -4.63569, 18.2963
-5.2915, -4.65926, 18.1765
-5.2613, -4.68557, 18.0582
-5.23393, -4.71455, 17.9415
-5.20936, -4.74615, 17.8265
-5.1876, -4.7803, 17.7134
-5.16863, -4.81695, 17.6022
